x0,y0,x2,y1,x4,y2,x6,y3,x8,y4,x10,y5,x12,y6,x14,y7,x16,y8,x18,y9,x20,y10,x22,y11,x24,y12,x26,y13,x28,y14,x30,y15,x32,y16,x34,y17,x36,y18,x38,y19,x40,y20,label
0.49396634101867676,0.845697820186615,0.591444194316864,0.734650194644928,0.5977404117584229,0.574628472328186,0.49674567580223083,0.4584493935108185,0.40569058060646057,0.36234793066978455,0.6257469654083252,0.44518744945526123,0.5782234072685242,0.2802780270576477,0.5305427312850952,0.17677460610866547,0.4840215742588043,0.08736308664083481,0.5365914702415466,0.44116273522377014,0.5560123920440674,0.2575210630893707,0.5499191284179688,0.1454378068447113,0.5449185967445374,0.05473361164331436,0.4509407877922058,0.47260811924934387,0.39238402247428894,0.3655007481575012,0.4107789695262909,0.4787846803665161,0.44210466742515564,0.5547381639480591,0.36972102522850037,0.5214675664901733,0.31689947843551636,0.4288797080516815,0.3383452594280243,0.4921766519546509,0.3700386583805084,0.5466763973236084,r
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
0.5204066038131714,0.854095995426178,0.6178951859474182,0.7206562757492065,0.6263156533241272,0.5541848540306091,0.520438015460968,0.44070756435394287,0.413199245929718,0.3728007674217224,0.6156581044197083,0.4439382553100586,0.5615282654762268,0.2783742845058441,0.5113070607185364,0.17962530255317688,0.4664597511291504,0.08953046053647995,0.530379593372345,0.44562795758247375,0.5296948552131653,0.25678420066833496,0.5274832248687744,0.14920637011528015,0.5283108949661255,0.06051626801490784,0.4461079239845276,0.4820280969142914,0.3907477557659149,0.36041244864463806,0.42334169149398804,0.4747309386730194,0.4580542743206024,0.5605030059814453,0.36280491948127747,0.5358299016952515,0.3150325417518616,0.43147197365760803,0.3467249572277069,0.4934731423854828,0.38021430373191833,0.5561419725418091,r
0.49526455998420715,0.8754923343658447,0.6108151078224182,0.8054457902908325,0.669037401676178,0.6452531814575195,0.5966705679893494,0.5249253511428833,0.48918095231056213,0.4606679081916809,0.5870739817619324,0.46477675437927246,0.5997645854949951,0.2932190001010895,0.6019074320793152,0.18243153393268585,0.6040442585945129,0.08801034092903137,0.49286749958992004,0.4719146490097046,0.5135595202445984,0.27417001128196716,0.5417934656143188,0.15123231709003448,0.5619693994522095,0.0491480715572834,0.406809538602829,0.5185009241104126,0.43099355697631836,0.4347950220108032,0.48282283544540405,0.5539611577987671,0.5085906386375427,0.646981418132782,0.32585471868515015,0.5936052799224854,0.37048524618148804,0.5185653567314148,0.4379468262195587,0.6056494116783142,0.471550852060318,0.6847242116928101,r
0.5229365825653076,0.9476363062858582,0.6385025978088379,0.8262556195259094,0.6611369252204895,0.6454877257347107,0.5613771080970764,0.5261335968971252,0.43986377120018005,0.4598030745983124,0.6085118651390076,0.48628196120262146,0.5663942694664001,0.3160305321216583,0.51545649766922,0.20355696976184845,0.46215716004371643,0.10191044211387634,0.5128973722457886,0.4922986328601837,0.5244213342666626,0.2989993095397949,0.5256373286247253,0.17530865967273712,0.5169427394866943,0.07305344939231873,0.4214162528514862,0.5398860573768616,0.38710081577301025,0.43550485372543335,0.44039100408554077,0.5588068962097168,0.47672396898269653,0.6516414880752563,0.3345877528190613,0.6128469705581665,0.31542709469795227,0.5147694945335388,0.3730146586894989,0.596488356590271,0.41631901264190674,0.6716830730438232,r
0.5391547083854675,0.9400591850280762,0.6426589488983154,0.8237115144729614,0.6591890454292297,0.6405922174453735,0.5543721318244934,0.5265348553657532,0.4260115325450897,0.4701756536960602,0.609161913394928,0.4840129315853119,0.5618194937705994,0.31607866287231445,0.5048192143440247,0.2076566368341446,0.4433000087738037,0.11079920828342438,0.5145368576049805,0.4926290512084961,0.5176487565040588,0.30397188663482666,0.5123194456100464,0.18298685550689697,0.49581894278526306,0.07588497549295425,0.42366617918014526,0.5415019392967224,0.38571909070014954,0.4467574954032898,0.4442216157913208,0.5730345249176025,0.48142433166503906,0.6588761806488037,0.33790770173072815,0.6145097017288208,0.31709712743759155,0.5256386399269104,0.37364766001701355,0.6101112961769104,0.4128859341144562,0.6786937713623047,r
0.503302812576294,0.9005021452903748,0.6082560420036316,0.8046039342880249,0.632322371006012,0.6125161647796631,0.5231643319129944,0.4847894310951233,0.40528324246406555,0.4082098603248596,0.6193155646324158,0.4729401767253876,0.5897669792175293,0.29909396171569824,0.560533344745636,0.1914893388748169,0.5302905440330505,0.09275272488594055,0.5278458595275879,0.48186174035072327,0.5458276271820068,0.27836862206459045,0.5662980079650879,0.16853269934654236,0.5738694667816162,0.07280934602022171,0.4416602849960327,0.5299584865570068,0.41355574131011963,0.39313817024230957,0.45620647072792053,0.5123214721679688,0.48153117299079895,0.6016402840614319,0.3671979308128357,0.6090056300163269,0.37313100695610046,0.5212647914886475,0.4252689480781555,0.6190733909606934,0.45322105288505554,0.7015081644058228,r
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r
0.5244565010070801,0.8884947299957275,0.6168513298034668,0.761454701423645,0.615795373916626,0.5943716168403625,0.5096656680107117,0.47793325781822205,0.4085116982460022,0.38283321261405945,0.6236083507537842,0.43896353244781494,0.5670197606086731,0.27470749616622925,0.5163947939872742,0.17659081518650055,0.4675220847129822,0.08809661120176315,0.5306471586227417,0.4423181116580963,0.5376811027526855,0.25562989711761475,0.5317643880844116,0.14979203045368195,0.5313848257064819,0.06311254948377609,0.4437921643257141,0.4846283793449402,0.38018086552619934,0.3791307210922241,0.4066818356513977,0.48654136061668396,0.44615834951400757,0.5632263422012329,0.363540917634964,0.5448802709579468,0.3055870831012726,0.45037156343460083,0.3340361714363098,0.5053502321243286,0.3740881085395813,0.558653712272644,r
0.5294691920280457,0.8753409385681152,0.6310287117958069,0.7427125573158264,0.6427330374717712,0.5745061635971069,0.5175413489341736,0.4553898870944977,0.4024353325366974,0.38216716051101685,0.6169989109039307,0.45185771584510803,0.5690772533416748,0.2807842195034027,0.5232422947883606,0.18205483257770538,0.4771656394004822,0.09082522243261337,0.516743004322052,0.45039570331573486,0.514151930809021,0.25803080201148987,0.5205350518226624,0.15335474908351898,0.5237730145454407,0.06367800384759903,0.4249734878540039,0.48777809739112854,0.360690712928772,0.32546019554138184,0.39705440402030945,0.4012042284011841,0.4309425354003906,0.48549166321754456,0.3374015986919403,0.5516787767410278,0.29592832922935486,0.42423054575920105,0.3426654636859894,0.456970751285553,0.38625577092170715,0.5239197015762329,r
